Title,Author,Identifier,Inventory,Count,Rate,Publisher,PublishedDate
数理统计,凌能祥 ... [等] 编,O212/61,8,7,0.88,中国科学技术大学出版社,2014
弹性力学.第5版,徐芝纶,O343/38-1=5,6,7,1.17,高等教育出版社,2016
ABAQUS 6.14中文版有限元分析与实例详解,"曹岩, 沈冰, 程文编著",O241.82-39/127,6,6,1.0,清华大学出版社,2018
仪器分析教程.第3版,"张新祥, 李美仙, 李娜等编著",O657-43/4=3,4,6,1.5,北京大学出版社,2022
电化学,"(德) 卡尔·H.哈曼, (英) 安德鲁·哈姆内特, (德) 沃尔夫·菲尔施蒂希著",O646/1=2,6,6,1.0,化学工业出版社,2010
COMSOL Multiphysics基本操作指南和常见问题解答,"马慧, 王刚主编",O412.3/1,6,6,1.0,人民交通出版社,2009
多元统计分析.第5版,何晓群编著,O212.4/13=5,6,6,1.0,中国人民大学出版社,2019
普通物理学.上册.第7版,"程守洙, 江之永主编",O4/1865-1=7,10,6,0.6,高等教育出版社,2016
高等数学附册学习辅导与习题选解:同济·第七版,同济大学数学系编,O13/58=7,7,6,0.86,高等教育出版社,2014
我所理解的流体力学.第2版,王洪伟著,O35/78=2,6,6,1.0,国防工业出版社,2019
MATLAB优化算法,"张岩, 吴水根编著",O224/38,6,6,1.0,清华大学出版社,2017
概率论与数理统计教程.3版,"茆诗松, 程依明, 濮晓龙编著",O21-43/27=3,6,6,1.0,高等教育出版社,2019
光子晶体原理及应用,马锡英编著,O7/5,12,6,0.5,科学出版社,2010
数学建模算法与应用,"司守奎, 孙玺菁编著",O141.4/23,13,6,0.46,国防工业出版社,2011
数学分析解题指南,"林源渠, 方企勤编",O17-44/29,6,6,1.0,北京大学出版社,2003
概率论与数理统计教程 (第三版) 习题与解答,"茆诗松, 程依明, 濮晓龙编著",O21-44/58,6,6,1.0,高等教育出版社,2020
半导体物理与器件,(美) 尼曼(Donald A. Neamen)著,O47/3=3,6,6,1.0,电子工业出版社,2010
数学分析.下册.第3版,"陈纪修, 於崇华, 金路",O17/120-2=3,6,6,1.0,高等教育出版社,2019.05
"新概念物理教程,电磁学.第2版","赵凯华, 陈熙谋",O4-43/15-3=2,7,6,0.86,高等教育出版社,2006
上帝掷骰子吗？:量子物理史话:= History of quantum physics,曹天元著,O413-09/1,16,6,0.38,北京联合出版公司,2013
地下水数值模拟:GMS应用基础与实例,"易立新, 徐鹤编著",P641.2/1,6,4,0.67,化学工业出版社,2009.08
地理信息系统导论,(美) Kang-tsung Chang著,P208/47=9,6,4,0.67,科学出版社,2019
地下水力学概论,项彦勇著,P641.2/5,8,4,0.5,科学出版社,2011
ArcGIS 10.8地理信息系统软件与应用,全斌 ... [等] 编著,P208.2/66,6,4,0.67,中国环境出版集团,2021
最后的观星人:天文探险家的不朽故事:the enduring story of astronomy's vanishing explorers,(美) 艾米莉·莱维斯克(Emily Levesque)著,P1-49/76,8,4,0.5,北京联合出版公司,2022
时间简史:插图版,史蒂芬·霍金著,P159-49/5,3,3,1.0,湖南科学技术出版社,2007
现代普通测量学.第2版,"王侬, 过静珺主编",P21/5=2,10,3,0.3,清华大学出版社,2009
工程地质,"主编邵艳, 汪明武",P642/45,6,3,0.5,武汉出版社,2013
误差理论与测量平差基础,"朱建军, 左廷英, 宋迎春主编",P207/23,6,3,0.5,测绘出版社,2013
基于地质统计学的地质建模,(俄) E.B.科瓦列夫斯基著,P628/4,6,3,0.5,石油工业出版社,2014
测量系统不确定度评定及其应用,"王中宇, 陈晓怀, 吕京著",P207/38,4,3,0.75,北京航空航天大学出版社,2019
引力波,(美) 珍娜·莱文著,P142.8-49/2,6,3,0.5,中信出版社,2017
地统计学:现代空间统计学,"郑新奇, 吕利娜主编",P628/6,6,3,0.5,科学出版社,2018
宇宙,(美) 卡尔·萨根(Carl Sagan)著,P159-49/93,6,3,0.5,广西科学技术出版社,2017
地下水溶质运移理论与水质模型,"陈崇希, 成建梅编著",P641.2/17,2,3,1.5,科学出版社,2021
水文水利计算,"主编李继清, 门宝辉",P333/12,6,3,0.5,中国水利水电出版社,2015.08
群星的法则:普林斯顿天文学家的宇宙通识课:an astronomer's guide,(英) 乔·邓克利(Jo Dunkley)著,P159-49/159,8,3,0.38,海峡书局,2022
星际穿越,(美) 基普·索恩著,P159-49/61,6,3,0.5,浙江人民出版社,2015
ArcGIS地理信息系统:从基础到实战,"闫磊, 张海龙编著",P208.2/50,6,2,0.33,中国水利水电出版社,2021
巢湖地学实习教程,王道轩等著,56.56252054/1034,14,2,0.14,合肥工业大学出版社,2005.7
实用地质统计学:SGeMS用户手册,"(英)尼古拉斯.里米(Remy, Nicolas), (英)鲍彻(Boucher, Alexandre), (英)Jiangbing Wu著",P628-39/2,8,2,0.25,石油工业出版社,2018
松散堆积体力学特性及其边坡离心模型试验研究,田海 ...[等] 著,P315.2/6,4,2,0.5,煤炭工业出版社,2018
WebGIS之ECharts大数据图形可视化,郭明强 ... [等] 编著,P208/284,4,2,0.5,电子工业出版社,2021
测绘学名词.2020.第4版,测绘学名词审定委员会编,P2-61/6=4(2020),2,2,1.0,科学出版社,2020
工程地质与水文地质,马建军 ... [等] 主编,P642/113,6,2,0.33,中山大学出版社,2021
现代测量学,"主编王腾军, 田永瑞",P2/74,6,2,0.33,人民交通出版社股份有限公司,2017
地下水运动数学模型,"杨金忠, 蔡树英, 王旭升编著",P641.2/3,8,2,0.25,科学出版社,2009.11
数字近景工业摄影测量:理论、方法与应用,黄桂平著,P231.5/9,4,2,0.5,科学出版社,2016
地图学实习指导,"颉耀文, 焦继宗, 王晓云著",P28-62/1,4,2,0.5,兰州大学出版社,2018
专题地图设计与编制实习教程,"闫业超, 岳书平编著",P285-45/1,4,2,0.5,测绘出版社,2021
ArcGIS地理信息系统空间分析实验教程.第2版,"汤国安, 杨昕等编著",P208-43/13=2,8,2,0.25,科学出版社,2012
图解天文学:数字时代的观星和天文摄影指南:stargazing in the digital age,"(英) 帕特里克·摩尔, (英) 皮特·劳伦斯著",P1-49/26,2,2,1.0,人民邮电出版社,2014
十堂极简宇宙课:写给大众的深奥宇宙极简说明书,(英)贝基·斯梅瑟斯特著,P159-49/141,2,2,1.0,北京联合出版公司,2020
给忙碌者的天体物理学,(美) 尼尔·德格拉斯·泰森(Neil deGrasse Tyson)著,P14-49/4,6,2,0.33,北京联合出版公司,2018
水文学原理,芮孝芳著,P33/52,6,2,0.33,高等教育出版社,2013
崩滑土体运移堆积实验研究,季宪军著,P642.2-33/1,4,2,0.5,武汉大学出版社,2018
空间数据多尺度表达的不确定性分析模型,"徐丰, 牛继强著",P208/135,6,2,0.33,武汉大学出版社,2014
量子心世界:在宇宙的无限可能中创造奇迹:the new physics leap for non-scientists,(美) 弗雷德·艾伦·沃尔夫著,P159-49/30,6,2,0.33,华夏出版社,2013
普通地质学,范存辉，王喜华，杨西燕主编,P5/17,4,2,0.5,中国石油大学出版社,2018
深度域叠前逆时偏移成像技术及应用,"李博, 段心标等编著",P631.4/23,4,2,0.5,中国石化出版社,2021
地震成像基础,"孙小东, 曲英铭编著",P631.4/18,4,2,0.5,浙江大学出版社,2021
中国东部城市群的天气气候效应及其影响机理,"钟时, 万弘超编著",P463.3/2,4,2,0.5,中国水利水电出版社,2018
引力波:爱因斯坦最后的礼物,(韩) 吴廷根著,P142.8/2,6,2,0.33,人民邮电出版社,2019
运动:地球的生命密码,翟明国主编,P311-49/10,6,2,0.33,科学出版社,2022
现代沉积:富媒体.第3版,"主编季汉成, 史燕青",P512.2/5=3,6,2,0.33,石油工业出版社,2020
图说二十四节气,国馆著,P462-64/1,6,2,0.33,长江文艺出版社,2018
水文统计学.第2版,"主编黄振平, 陈元芳",P333.6/4=2,4,2,0.5,中国水利水电出版社,2017
地球系统,"(美) Lee R. Kump, James F. Kasting, Robert G. Crane著",P/4=3,6,2,0.33,高等教育出版社,2011
地名规划实证研究,庞森权 ... [等] 著,P281/1,4,2,0.5,中国社会出版社,2017
普通地质学.第3版,"陶晓风, 吴德超主编",P5/7=3,4,2,0.5,科学出版社,2019
普通地质学,黄定华主编,P5/22,6,2,0.33,高等教育出版社,2004
时间简史:（插图本）,[美]史蒂芬·霍金编著,"55.6/1080.2, P142.6/1",19,2,0.11,湖南科学技术出版社,2001.9
时间简史.插图版,史蒂芬·霍金著,P159-49/52,2,2,1.0,湖南科学技术出版社,2007
测绘管理与法律法规:考点剖析与试题解析:2020版,何宗宜 ... [等] 编著,P205/4(2020),4,2,0.5,武汉大学出版社,2020
干湿循环作用下红黏土力学特性及裂缝演化规律,"陈开圣, 谢涛著",P642.13/9,6,2,0.33,贵州科技出版社,2018
三维测绘新技术,"麻金继, 梁栋栋编著",P2/81,8,2,0.25,科学出版社,2018
摄影测量学.第2版,张剑清 ... [等] 编著,P23/2=2,6,2,0.33,武汉大学出版社,2009.5
宇宙全书:国家地理新视觉指南,(西) 伊格纳西·里巴斯著,P159-49/137,1,2,2.0,江苏凤凰科学技术出版社,2020.08
量子宇宙,"(英) 布莱恩·考克斯(Brian Cox), 杰夫·福修(Jeff Forshaw)著",P159-49/146,6,2,0.33,上海科学技术文献出版社,2021
那些让我们深信不疑的太空伪科学,著 (美) 鲍勃·金,P159-49/128,6,2,0.33,人民日报出版社,2021
地震成像技术:有限差分法偏移,马在田著,P631.414/1,6,2,0.33,石油工业出版社,2012
人工影响天气的动力学研究,许焕斌著,P48/1,6,2,0.33,气象出版社,2014
大气物理学.第2版,盛裴轩 ... [等] 编著,P401/1=2,6,2,0.33,北京大学出版社,2013
地理信息系统原理与方法.第4版,吴信才主编,P208/139=4,4,2,0.5,电子工业出版社,2019
激光测量技术,王鹏，付鲁华，孙长库编著,P225.2/4,6,2,0.33,机械工业出版社,2020.07
地图学实习教程,江南 ... [等] 主编,P28-45/2,6,2,0.33,高等教育出版社,2020
水文统计学,"黄振平, 陈元芳主编",P333.6/4,8,2,0.25,中国水利水电出版社,2011
地球科学数据共享的挑战与实践:以中国西部生态与环境科学数据中心为例,"王亮绪, 李新著",P-37/1,6,2,0.33,科学出版社,2019
水文地球化学.第3版,"李学礼, 孙占学, 刘金辉编著",P641.3/1=3,6,2,0.33,原子能出版社,2010
工程地质与土力学,张永谋主编,P642/27,8,2,0.25,西南交通大学出版社,2011
"高等构造地质学.第一卷,思想方法与构架",侯泉林编著,P54/8-1,4,2,0.5,科学出版社,2018
怪咖物理学家的宇宙,(日) 多田将著,P14-49/6,6,2,0.33,人民邮电出版社,2019
裂隙介质地下水水流及溶质运移,谈叶飞 ... [等] 著,P641.2/13,4,2,0.5,中国水利水电出版社,2018
一想到还有95%的问题留给人类，我就放心了,"(巴拿马)豪尔赫·陈(Jorge Cham), (美)丹尼尔·怀特森(Daniel Whiteson)著",P159-49/119,6,2,0.33,北京联合出版公司,2018
地球重力学基础,操华胜编著,P312.1/7,4,2,0.5,科学出版社,2020
水文地质学基础,主编崔可锐,P641/15,8,2,0.25,合肥工业大学出版社,2010
基于多源数据融合的干旱综合监测与分析,张翔著,P426.615/6,4,2,0.5,科学出版社,2021
改变一切:气候危机、资本主义与我们的终极命运:capitalism vs. the climate,"(加) 娜奥米·克莱恩(Klein, Naomi)著",P467/41,6,2,0.33,上海三联书店,2018
地球物理学导论,张美玲主编,P3/11,6,2,0.33,石油工业出版社,2019
点云智能处理,"杨必胜, 董震著",P2/94,2,2,1.0,科学出版社,2020
半小时漫画宇宙大爆炸,陈磊·半小时漫画团队著,P159.3-49/7,6,2,0.33,浙江科学技术出版社,2021
入渗池塘地下水人工回补技术与应用,(荷) 周仰效(Yangxiao Zhou) ... [等] 著,P641.8/21,6,2,0.33,中国电力出版社,2021
摄影测量学:测量工程专业.第3版,"王佩军, 徐亚明编著",P23/3=3,10,2,0.2,武汉大学出版社,2016
地球系统与演变,汪品先 ... [等] 著,P/20,2,2,1.0,科学出版社,2018
遥感制图原理与应用,主编梅晓丹 ... [等],P283.8/1,6,2,0.33,武汉大学出版社,2021
干旱驱动机制与模拟评估,赵勇等著,P426.616/26,2,2,1.0,科学出版社,2017
地下水流数值模拟基础,杜新强编著,P641.2/10,6,2,0.33,中国水利水电出版社,2014
大气物理学,银燕 ... [等] 编著,P401/2,2,2,1.0,气象出版社,2018.10
水文水资源集对分析,王文圣 ... [等] 著,P33/6,6,2,0.33,科学出版社,2010.04
沟道泥石流堆积体复活启动机制研究,"王硕楠, 赵菲, 和飞著",P642.23/11,6,2,0.33,中国水利水电出版社,2018
地图学实习简明教程,常占强编著,P28-45/1,4,2,0.5,中国环境出版社,2014
淮北平原区水文实验研究,王振龙 ... [等] 著,P334/1,6,2,0.33,中国科学技术大学出版社,2011
城市风道量化模拟分析与规划设计,王伟武著,P463.3/3,4,2,0.5,浙江大学出版社,2020
细胞生物学.第4版,"主编翟中和, 王喜忠, 丁明孝",Q2/22=4,7,8,1.14,高等教育出版社,2011
翟中和《细胞生物学》(第4版) 笔记和课后习题 (含考研真题) 详解,主编圣才考研网,Q2/7,6,7,1.17,中国石化出版社,2016.03
自私的基因:40周年版.增订版,(英)理查德·道金斯(Richard Dawkins)著,Q343.1/22,6,7,1.17,中信出版集团股份有限公司,2018.11
生物化学 (第三版) 辅导与习题集,"主编戴余军, 李建华, 陈锦华",Q5/165,6,6,1.0,西北工业大学出版社,2020
自私的基因,(英) 理查德·道金斯著,Q343.1/11,8,5,0.63,中信出版社,2012
食品仪器分析,李杨主编,Q51/24,6,4,0.67,科学出版社,2017
生物工程设备.第2版,郑裕国主编,Q81/81=2,6,4,0.67,化学工业出版社,2022
微生物学.第2版,"主编沈萍, 陈向东",58.6/3444=2,7,4,0.57,高等教育出版社,2006
贪婪的多巴胺,"(美) 丹尼尔·利伯曼, 迈克尔·E. 朗著",Q422-49/1,6,4,0.67,中信出版社,2021
现代分子生物学.第5版,朱玉贤 ... [等] 编著,Q7/19=5,7,4,0.57,高等教育出版社,2019
微生物学实验.第5版,"主编沈萍, 陈向东",Q93-33/22=5,6,3,0.5,高等教育出版社,2018
朱圣庚《生物化学》(第4版) 笔记和课后习题 (含考研真题) 详解,主编圣才考研网,Q5/136,4,3,0.75,中国石化出版社,2020
图解生物技术,"(德) 罗尔夫 D. 施密德(Rolf D. Schmid), (美) 克劳迪娅·施密德·丹纳特(Claudia Schmidt-Dannert)原著",Q81-64/2,3,3,1.0,科学出版社,2019
生物工程设备.第3版,朱明军，梁世中主编,Q81/12=3,6,3,0.5,中国轻工业出版社,2020
微生物学教程.第4版,周德庆编著,Q93-43/3=4,4,3,0.75,高等教育出版社,2020
普通生物学,"主编朱宝长, 侯义龙, 郭晓农",Q1/10,6,3,0.5,华中科技大学出版社,2021
生物化学综合实验,谭志文主编,Q5-33/98,4,3,0.75,化学工业出版社,2021
细胞生物学.第2版,王金发编著,Q2/20=2,6,3,0.5,科学出版社,2020
微生物学(第8版)同步辅导与习题集,主编傅本重,Q93/30,6,3,0.5,西北工业大学出版社,2018.02
生物化学名校考研真题详解,金圣才主编,Q5/15,6,3,0.5,中国水利水电出版社,2010.04
微生物实验教程,主编赵咏梅,Q93-33/26,6,3,0.5,陕西师范大学出版总社有限公司,2018
生物化学实验教程,武金霞主编,Q5-33/25,5,3,0.6,科学出版社,2012
生物化学实验技术教程,主编曾富华,Q5-33/23,8,3,0.38,高等教育出版社,2011
酵母细胞凋亡,王友升著,Q949.326.1/1,2,3,1.5,科学出版社,2020.09
生物化学精要,冀芦沙 ... [等] 主编,Q5/109,2,3,1.5,科学出版社,2017
分子生物学.第3版,Phil Turner ... [等] 编著,Q7/6=3,9,3,0.33,科学出版社,2010
生物化学实验指导.第2版,"周楠迪, 崔文璟, 田亚平",Q5-33/99=2,6,3,0.5,高等教育出版社,2020
40亿年地球生命简史:the ten great inventions of evolution,(英) 尼克·莱恩(Nick Lane)著,Q11-49/20,4,2,0.5,文汇出版社,2022
马克思主义生态思想研究,"徐民华, 刘希刚著",Q988-02/1,6,2,0.33,中国社会科学出版社,2012
脑海中的声音:自我对话的历史与科学:the history and science of how we talk to ourselves,(英)查尔斯·费尼霍(Charles Fernyhough)著,Q983/8,2,2,1.0,上海教育出版社,2019
人类学简史,(法) 弗洛朗斯·韦伯著,Q98/32,4,2,0.5,商务印书馆,2020
生物化学知识精要与真题详解,主编张彩丽,Q5-44/3,5,2,0.4,中国石化出版社,2012
中国鸟类观察手册,"刘阳, 陈水华主编",Q959.7-62/1,4,2,0.5,湖南科学技术出版社,2021
超人类密码,"(瑞士) 卡洛斯·莫雷拉(Carlos Moreira), (加) 戴维·弗格森(David Fergusson)著",Q98/36,6,2,0.33,中信出版集团股份有限公司,2021
生物化学知识清单,刘洪艳主编,Q5/160,6,2,0.33,化学工业出版社,2021
猎捕:BBC动物世界生存之战,"(英) 阿拉斯泰尔·福瑟吉尔(Alastair Fothergill), (英) 胡·科里(Huw Cordey)著",Q95-49/13,6,2,0.33,人民邮电出版社,2018
现代生物化学.第3版,"黄熙泰, 于自然, 李翠凤主编",Q5/47=3,6,2,0.33,化学工业出版社,2012
细胞生物学 (第5版) 同步辅导与习题集:含考研真题,"主编姜益泉, 李长春",Q2/28,4,2,0.5,西北工业大学出版社,2021
化学生物学基础教程,"主编娄兆文, 何汉平",Q5-43/9,6,2,0.33,科学出版社,2016
数字PCR:方法和方案:methods and protocols:中文翻译版,"卡林-诺伊曼(George Karlin-Neumann), Francisco Bizouarn",Q555/6,1,2,2.0,科学出版社,2021
生物标本采集与制作,"李典友, 高本刚编著",Q-34/4,3,2,0.67,化学工业出版社,2016.50
蛋白质纯化指南,"(美) R.R.伯吉斯, M.P.多伊彻编著",Q510.3-62/3=2,3,2,0.67,科学出版社,2013
生物标本制作简明教程,"王军辉, 刘咏, 李强明编著",Q-34/6,6,2,0.33,合肥工业大学出版社,2022
超自然变形动物图鉴,(法) 让-巴普蒂斯特·德·帕纳菲厄文,Q95-49/16,2,2,1.0,北京联合出版公司,2018
植物学.第3版,主编马炜梁,Q94/23=3,4,2,0.5,高等教育出版社,2022
基因工程原理,主编陈艳红,Q78/40,6,2,0.33,南京大学出版社,2020
微生物学.第2版,"路福平, 李玉主编",Q93/35=2,6,2,0.33,中国轻工业出版社,2020
微生物学实验技术.第2版,主编叶明,Q93-33/20=2,4,2,0.5,合肥工业大学出版社,2016.08
若干聚类问题复杂性及其算法,刘培强 ... [等] 著,Q786/1,6,2,0.33,电子工业出版社,2013
转基因的真相与误区,沈立荣编著,Q785-49/6,6,2,0.33,中国轻工业出版社,2018
淀粉化学与技术.第3版,"(美) J. N. 贝米勒, R. L. 惠斯特勒著",Q539/3=3,3,2,0.67,化学工业出版社,2013
现代分子生物学.第4版,朱玉贤 ... [等] 编著,Q7/19=4,6,2,0.33,高等教育出版社,2013
朱玉贤《现代分子生物学》(第5版)笔记和课后习题(含考研真题)详解,圣才考研网主编,Q7/37,4,2,0.5,中国石化出版社,2019
生物信息学实验,"陈铭, 原春晖主编",Q811.4-33/1,4,2,0.5,科学出版社,2022
生命密码:你的第一本基因科普书,尹烨著,Q343.1-49/10,6,2,0.33,中信出版集团,2018
“微”故事:微生物的前世今生,"虞方伯, 王李宝, 李洋等编著",Q939-49/6,4,2,0.5,中国农业出版社,2019
图解生物化学,"编著哈维(Richard A. Harvey), 费里尔(Denise R. Ferrier)",Q5-64/2=5,4,2,0.5,科学出版社,2011.6
地球上消失的生命:生命历史上的大灭绝:mass extinction in the history of life,(美) 乔恩·埃里克森(Jon Erickson)著,Q91-49/5,6,2,0.33,科学出版社,2021
生物信息学.第4版,陈铭主编,Q811.4/5=4,4,2,0.5,科学出版社,2022
生物化学学习指导与习题精解,张英霞主编,Q5/38,10,2,0.2,化学工业出版社,2012.04
基础分子生物学.第4版,主编郑用琏,Q7/11=4,6,2,0.33,高等教育出版社,2021
植物生物学,林宏辉主编,Q94/11,6,2,0.33,高等教育出版社,2018
国际课程生物核心词汇,袁方编著,Q1/11,2,2,1.0,机械工业出版社,2020.08
实时荧光定量PCR,"张惟材, 朱力, 王玉飞主编",Q555/2,6,2,0.33,化学工业出版社,2013
黄帝内经,姚春鹏译注,R221/7,9,9,1.0,中华书局,2009.07
皮肤的秘密:关于人体最大器官的一切,(德)耶尔·阿德勒(Yael Adler)著,R322.99-49/1,6,6,1.0,东方出版社,2019
人体简史:你的身体30亿岁了:a guide for occupants,(英) 比尔·布莱森(Bill Bryson)著,R32-49/6,6,5,0.83,文汇出版社,2020
营养学:概念与争论:concepts and controversies,"(美) 弗朗西斯·显凯维奇·赛泽(Frances Sienkiewicz Sizer), (美) 埃莉诺·诺斯·惠特尼(Eleanor Noss...",R151/7=13,3,4,1.33,清华大学出版社,2017
心脏简史,(美) 桑迪普·乔哈尔著,R322.1-49/1,4,4,1.0,北京联合出版公司,2022
药物制剂工程技术与设备.第3版,张洪斌主编,R943/1=3,7,4,0.57,化学工业出版社,2019
食品卫生学,"柳春红, 刘烈刚主编",R15/25,6,3,0.5,科学出版社,2016
"脑机革命:the new era in brain enhancement that is revolutionizing the way we think, work, and heal",(澳) 谭乐著,R338.2/22,6,3,0.5,中信出版集团股份有限公司,2021
大脑传,(英) 马修·科布(Matthew Cobb)著,R338.2-49/19,4,3,0.75,中信出版集团股份有限公司,2022
锥束CT技术及其应用,"张定华, 黄魁东, 程云勇著",R814.42/1,6,3,0.5,西北工业大学出版社,2010
桂林古本伤寒杂病论,(东汉) 张仲景著,R222.1/2,3,3,1.0,中国中医药出版社,2014
人体的秘密:那些说不出口的正经事,(德) 耶尔·阿德勒著,R32-49/7,2,2,1.0,北京科学技术出版社,2020.11
人体的奥秘,"隋鸿锦, 于胜波主编",R32-49/2,3,2,0.67,科学出版社,2013
科学休息:迅速恢复精力的高效休息法:why you get more done when you work less,(美) 亚历克斯·索勇-金·庞(Alex Soojung-Kim Pang)著,R163/7,6,2,0.33,中信出版集团股份有限公司,2021
食品营养与安全,田克勤主编,R151.3/13,7,2,0.29,东北财经大学出版社,2014
"跑步, 成为最好的自己",(美) 本·戴维斯著,R161.1/9,6,2,0.33,四川人民出版社,2015
运动减脂讲义,减肥大叔Sam编著,R161.1/21,6,2,0.33,人民邮电出版社,2020
"少有人走的路.Ⅱ,与心灵对话",(美) M·斯科特·派克著,64.1933/3240-2,14,2,0.14,吉林文史出版社,2008.10
众病之王:癌症传:a biography of cancer,(美) 悉达多·穆克吉(Siddhartha Mukherjee)著,R73/4,4,2,0.5,中信出版社,2013
中药学,崔瑛，张一昕主编,R28/8,2,2,1.0,人民卫生出版社,2020
药物分析,"主编张振秋, 马宁",R917/28,4,2,0.5,中国医药科技出版社,2016
茶与健康,静清和著,R151.3/21,2,2,1.0,江苏凤凰文艺出版社,2019
伤寒论白话速学,谢雪姣主编,R222.2/1,2,2,1.0,化学工业出版社,2017.8
食品营养与卫生学.第2版,"李凤林, 王英臣主编",R15/23=2,2,2,1.0,化学工业出版社,2014
图解舌诊:伸伸舌头百病消,罗大伦著,R241.25-64/1,3,2,0.67,江西科学技术出版社,2015
焦虑症与恐惧症手册,(美) 艾德蒙·伯恩(Edmund Bourne)著,R749.705-62/1=6,6,2,0.33,重庆大学出版社,2018
性心理学.上,(英) 霭理士著,R167/3-1,2,2,1.0,山东文艺出版社,2018.03
存在主义心理治疗,(美) 欧文·D. 亚隆著,R749.055/31,4,2,0.5,商务印书馆,2015
中医基础理论.第4版,主编郑洪新,R22/4=4,2,2,1.0,中国中医药出版社,2016
图解本草纲目:影响世界的东方药学巨典,(明) 李时珍原著,R281.3-64/2,2,2,1.0,吉林科学技术出版社,2018
新家庭如何塑造人.2版,(美)维吉尼亚·萨提亚著,R749.055/56=2,2,2,1.0,世界图书出版有限公司北京分公司,2019.01
战斗细胞:人体免疫系统奇妙之旅:a journey into the mysterious system that keeps you alive,(德) 菲利普·德特玛(Philipp Dettmer)著,R392-49/3,6,2,0.33,海南出版社,2022
中医基础理论,主编孙广仁,R22/3,2,2,1.0,中国中医药出版社,2017
医学成像原理,"顾本立, 万遂人, 赵兴群编著",R445/5,7,2,0.29,科学出版社,2012
针灸大成,(明) 杨继洲原著,R245/5,1,2,2.0,人民卫生出版社,2006
