Title,Author,Identifier,Inventory,Count,Rate,Publisher,PublishedDate
生物医用水凝胶,"薛巍, 张渊明主编",R318.08/8,4,2,0.5,暨南大学出版社,2012
黄帝内经使用手册,武国忠著,R221-62/1,6,2,0.33,上海锦绣文章出版社,2009
为什么不是200岁？:解开人类寿命与衰老之谜:the science of life span & aging,(英) 乔纳森·席佛顿(Jonathan Silvertown)著,R339.3-49/2,4,2,0.5,人民邮电出版社,2017
生理学.第9版,主编王庭槐,R33/6=9,2,2,1.0,人民卫生出版社,2018.08
中药学,主编朱国福,R28/2,3,2,0.67,清华大学出版社,2012
出发吧! 了不起的身体旅行.2,小红书编,R33-49/3-2,4,2,0.5,北京联合出版公司,2022
道门精要:道教黄元吉内丹修炼典籍,"(清),黄元吉著",R214/10,2,2,1.0,华夏出版社,2016.06
我们为什么要睡觉?,(英) 马修·沃克著,R338.63/11,2,1,0.5,北京联合出版公司,2021.03
轻断食减肥计划,(英) 阿曼达·汉米尔顿著,R161/45,6,1,0.17,化学工业出版社,2017
食物营养排行榜,中国保健协会主编,R151.3/11,6,1,0.17,高等教育出版社,2013
心理健康书:有效提高心理韧性和个人绩效:overcoming mental health problems,"(英)肖恩·戴维斯(Shaun Davis), (英)安德鲁·金德(Andrew Kinder)著",R395.6/77,2,2,1.0,电子工业出版社,2021.09
逆龄大脑:保持大脑年轻敏锐的新科学:build a better brain at any age,(美) 桑贾伊·古普塔(Sanjay Gupta)著,R161.1/29,4,1,0.25,中信出版集团,2022
食品营养与安全卫生学,姜忠丽主编,R15/16,8,1,0.13,化学工业出版社,2010
中国居民膳食指南:2016.4版,中国营养学会编著,R151.4-62/3=4,2,1,0.5,人民卫生出版社,2016.05
"黄帝内经.下,灵枢",姚春鹏译注,R221/11-2,1,1,1.0,中华书局,2010.6
新编实用中药彩色图谱,"郭长强, 闫雪生, 张会敏主编",R282-64/3,4,1,0.25,化学工业出版社,2013
大脑的奥秘:人人要懂的脑科学:how they work & why they work that way,"(美) 艾莉森·考德威尔(Alison Caldwell), 迈卡·考德威尔(Micah Caldwell)著",R338.2-49/17,4,1,0.25,华龄出版社,2022
"少有人走的路,心智成熟的旅程",(美) M·斯科特·派克(M. Scott Peck)著,B821-49/980-1,16,1,0.06,吉林文史出版社,2006
药物化学.第2版,主编钟毅,R914/9=2,6,1,0.17,中国医药科技出版社,2013
好睡:新的睡眠科学与医学,杨定一著,R338.63/8,4,1,0.25,华龄出版社,2021
蒲辅周医案,中国中医研究院主编,R249.7/3,1,1,1.0,人民卫生出版社,2005
六经藏象系统揭秘:从《伤寒论》六经揭示人体生理病理学,许济泽，吴允耀著,R241.5/1,2,1,0.5,中国中医药出版社,2014
刘渡舟伤寒论讲稿,刘渡舟著录,R222.29/1,3,1,0.33,人民卫生出版社,2008
食品免疫学.第2版,"贺稚非, 车会莲, 霍乃蕊主编",R15/28=2,2,1,0.5,中国农业大学出版社,2018.01
黄帝内经养生大智慧,主编王动阳,R221/3,8,1,0.13,湖南科学技术出版社,2010
黄帝内经,膳书堂文化主编,R221/5,4,1,0.25,中国画报出版社,2008
我抑郁了吗:抑郁者自救指南,于玲娜著,R749.4/18,2,1,0.5,中国法制出版社,2020.12
经络穴位图解手册.大字版,高音主编,R224.4/2,2,1,0.5,人民军医出版社,2012
黄帝内经二十四节气养生法,王彤著,R221/4,6,1,0.17,化学工业出版社,2010
食品毒理学,主编王向东,R994.4/4,4,1,0.25,东南大学出版社,2007
减糖全书,(日) 江部康二著,R151.4/32,4,1,0.25,北京联合出版公司,2022
"胃, 你好吗",田艳涛著,R256.3/2,4,1,0.25,人民卫生出版社,2022
医学成像系统.第2版,高上凯编著,R445/2=2,3,1,0.33,清华大学出版社,2010
肠子的小心思,(德) 朱莉娅·恩德斯著,R574/1,4,1,0.25,江苏凤凰科学技术出版社,2016
"科学速读:脑内新世界,Inside the most complicaed object in the known universe.修订版",(英) 《新科学家》杂志编著,R338.2-49/13=2,6,1,0.17,人民邮电出版社,2021
蒲辅周医疗经验,中国中医研究院编,R249.7/4,1,1,1.0,人民卫生出版社,2005
医学影像技术学.第2版,主编余建明,R445/3=2,3,1,0.33,科学出版社,2009
脑信息数据分析方法研究,杨孝敬著,R338.8/2,6,1,0.17,科学技术文献出版社,2018.12
脑电信号分析方法与脑机接口技术,"贾花萍, 赵俊龙著",R338.8/1,6,1,0.17,科学出版社,2016.03
生命的重建.第2版,(美) 露易丝·海著,R395.6/38=2,6,1,0.17,中国宇航出版社,2008.01
性心理学.下,(英) 霭理士著,R167/3-2,2,1,0.5,山东文艺出版社,2018.03
药事管理学.第5版,主编杨世民,R95/2=5,6,1,0.17,中国医药科技出版社,2015
谷物大脑,"(美) 戴维·珀尔马特, 克里斯廷·洛伯格著",R322.81/1,2,1,0.5,机械工业出版社,2015
性健康,(英) 凯万·怀利编著,R167/6=3,2,1,0.5,科学技术文献出版社,2018
"任应秋讲《黄帝内经》,素问.下册",主编任廷革,R221.1/1-2,5,1,0.2,中国中医药出版社,2014
天然药物化学.第6版,主编吴立军,R284/3=6,6,1,0.17,人民卫生出版社,2011
傅青主女科,肖承悰主编,R271/1,1,1,1.0,人民卫生出版社,2015
亲密陷阱:爱、欲望与平衡艺术:unlocking erotic intelligence,(比)埃丝特·佩瑞尔(Esther Perel)著,R167/7,6,1,0.17,上海社会科学院出版社,2019.10
我们为什么睡不着,(英) 达里安·利德著,R338.63/7,2,1,0.5,东方出版社,2020.11
大国医改,朱幼棣著,R199.2/1,6,1,0.17,世界图书出版公司,2011
中国天然药物彩色图集.第一卷.The first volume,汪毅主编,R282.71-64/1-1,3,1,0.33,贵州科技出版社,2010
黄帝内经译注.2版,姚春鹏，姚丹译注,R221/13,2,1,0.5,上海三联书店,2018
针灸穴名寻根:细说500个针灸穴名,张载义著,R224.2-49/1,2,1,0.5,中国中医药出版社,2019.11
药物化学.第4版,尤启冬主编,R914/32=4,4,1,0.25,化学工业出版社,2021
神经科学基础.第3版,主编李云庆,R338/4,2,1,0.5,高等教育出版社,2017
瑜伽帮你全身瘦,曲影著,R214-64/1,8,1,0.13,中国纺织出版社,2011
思维的囚徒.第3版,"(美) 亚历克斯·佩塔克斯, 伊莱恩·丹顿著",R749.055/60=3,6,1,0.17,中信出版集团股份有限公司,2019
纳米生物医学光电子学前沿,祝宁华 ... [等] 主编,R318/9,4,1,0.25,科学出版社,2013
脑力赋能,(英)菲尔·多布森著,R338.2-49/10,2,1,0.5,中国友谊出版公司,2019-11-01
药物化学.第8版,主编尤启冬,R914/32=8,6,1,0.17,人民卫生出版社,2016
拒绝生病,(美) 大卫·阿古斯著,R161/75,2,1,0.5,广东科技出版社,2020.01
茶酒蜜醋葱姜蒜药用大全.第3版,主编马汴梁,R247.1/21=3,4,1,0.25,人民军医出版社,2012
伤寒论备讲,王德群，边玉鸾主编,R222.29/2,2,1,0.5,中国中医药出版社,2019.12
心理的伤，身体知道,"(美) 路易丝·海, 蒙娜·丽莎·舒尔茨著",R395.6/54,8,1,0.13,东方出版社,2019
中医临证备要,秦伯未 ... [等] 合著,R24/2,1,1,1.0,人民卫生出版社,2005
谷物的故事:读解大国文明的生存密码,崔凯著,S37-091/1,4,6,1.5,上海三联书店,2022
中国最美的101座国家公园,《藏羚羊旅行指南》编辑部编著,S759.992/4,6,2,0.33,中国铁道出版社,2014
新编二十四节气生活宜忌全书,九天书苑编著,S162/1,6,1,0.17,中国铁道出版社,2014
农作物秸秆处理处置与资源化,梁文俊 ... 等编著,S38/3,2,1,0.5,化学工业出版社,2018
大型灌区信息化建设技术指南,中国灌溉排水发展中心编著,S274.2-39/1,6,1,0.17,中国水利水电出版社,2012
食用菌栽培学,暴增海 ... [等] 主编,S646/2,6,1,0.17,中国农业科学技术出版社,2010
生态花园实用手册,菲奥娜·霍普斯著,S68-62/1,6,1,0.17,湖北科学技术出版社,2014
食用菌栽培学,"童应凯, 王学佩, 班立桐主编",S646/4,6,1,0.17,中国林业出版社,2010.8
《灌溉排水工程学》教学辅助教材:自学指导、习题集、课程设计、实验指导,"史海滨, 吕志远, 霍星编",S274.2-43/1,6,1,0.17,黄河水利出版社,2014
新编农业机械学,主编耿端阳 ... [等],S22/2,5,1,0.2,国防工业出版社,2011
嘉木中国,周畅著,S781-49/1,6,1,0.17,团结出版社,2021
节水灌溉规划,主编高峰,S274.3/4,4,1,0.25,黄河水利出版社,2012
河套灌区井渠结合膜下滴灌发展模式与水盐调控,"朱焱, 杨金忠, 伍靖伟著",S275/10,1,1,1.0,科学出版社,2020
太空豆豆:漫话中国航天育种,北京神舟绿谷农业科技有限公司编著,S335/1,2,1,0.5,中国宇航出版社,2016
秸秆能源化利用实用技术,向天勇主编,S38/2,6,1,0.17,中国农业出版社,2015.07
机器学习,周志华著,TP181/30,24,35,1.46,清华大学出版社,2016
C Primer Plus (第6版) 中文版,(美) 史蒂芬·普拉达(Stephen Prata)著,TP312C/1164=6,23,34,1.48,人民邮电出版社,2016
纳米材料学基础.第2版,"主编陈翌庆, 石瑛",TB383/134=2,60,30,0.5,中南大学出版社,2009.01
统计学习方法.第2版,李航著,TP181/9=2,12,21,1.75,清华大学出版社,2019
C++ Primer中文版,"Stanley B. Lippman, Josee Lajoie, Barbara E. Moo著",TP312C/256=5,10,17,1.7,电子工业出版社,2013
深度学习,"(美) 伊恩·古德费洛(Ian Goodfellow), (加) 约书亚·本吉奥(Yoshua Bengio), (加) 亚伦·库维尔(Aaron...",TP181/55,15,16,1.07,人民邮电出版社,2017
动手学深度学习,阿斯顿·张(Aston Zhang) ... [等] 著,TP181/164,10,15,1.5,人民邮电出版社,2019
C++ Primer Plus中文版,(美)普拉塔著,TP312/166=6,12,15,1.25,人民邮电出版社,2012
信号与系统,"(美) 奥本海姆(Alan V. Oppenheim), 威尔斯基(Alan S. Willsky), 纳瓦卜(S.Hamid Nawab)著",TN911.6/94=2,14,14,1.0,电子工业出版社,2013.01
C++ Primer Plus (第6版) 中文版,(美) 史蒂芬·普拉达(Stephen Prata)著,TP312C++/63=6,8,14,1.75,人民邮电出版社,2020
通信原理.第7版,"樊昌信, 曹丽娜编著",TN911/68=7,10,13,1.3,国防工业出版社,2012
深入理解计算机系统,"(美) 兰德尔 E. 布莱恩特(Randal E. Bryant), (美) 大卫 R. 奥哈拉伦(David R. O'Hallaron)著",TP30/37=3,12,13,1.08,机械工业出版社,2016
ROS机器人开发实践,胡春旭编著,TP242/176,16,13,0.81,机械工业出版社,2018
"Python编程:从入门到实践:a hands-on, project-based introduction to programming",(美) 马瑟斯(Eric Matthes)著,TP311.56/353,20,12,0.6,人民邮电出版社,2016
算法导论,(美) 科尔曼(Thomas H. Cormen) ... [等] 著,TP301.6/84=3,12,12,1.0,机械工业出版社,2013
现代永磁同步电机控制原理及MATLAB仿真,袁雷 ... [等] 编著,TM351/10,10,12,1.2,北京航空航天大学出版社,2016.04
"手把手教你设计CPU,RISC-V处理器篇",胡振波著,TP332/204-1,13,11,0.85,人民邮电出版社,2018
"鸟哥的Linux私房菜,基础学习篇.第4版",鸟哥著,TP316.89/78-1=4,6,11,1.83,人民邮电出版社,2018
中文版MATLAB 2018从入门到精通:实战案例版,天工在线编著,TP312MA/71,10,11,1.1,中国水利水电出版社,2018
Python语言程序设计基础.第2版,"嵩天, 礼欣, 黄天羽著",TP311.56/415=2,14,10,0.71,高等教育出版社,2017
机器学习入门到实战:MATLAB实践应用,"冷雨泉, 张会文, 张伟等著",TP181/144,10,10,1.0,清华大学出版社,2019
模拟CMOS集成电路设计.第2版,(美) 毕查德·拉扎维(Behzad Razavi)著,TN431.102/7=2,8,10,1.25,西安交通大学出版社,2018
电工学简明教程（第三版）学习辅导与习题解答.第3版,主编姜三勇,TM1/158=3,8,10,1.25,高等教育出版社,2017
机器人学导论:mechanics and control,(美) 约翰 J. 克雷格著,TP24/57=4,7,10,1.43,机械工业出版社,2018
数学之美.第3版,吴军著,TP301.6/9=3,10,9,0.9,人民邮电出版社,2020
百面深度学习:算法工程师带你去面试:100+ interview questions for algorithm engineers,"诸葛越, 江云胜主编",TP181/239,6,9,1.5,人民邮电出版社,2020
材料力学.I.第6版,"孙训方, 方孝淑, 关来泰编",TB301/8-1=6,8,9,1.13,高等教育出版社,2019
C程序设计.第5版,谭浩强著,TP312C/334=5,8,9,1.13,清华大学出版社,2017
C和指针.第2版,(美) 里科(Kenneth A. Reek)著,TP312C/1254=2,12,9,0.75,人民邮电出版社,2008
电路.第6版,原著邱关源,TM13/160=6,4,8,2.0,高等教育出版社,2022
挑战程序设计竞赛.第2版,"(日) 秋叶拓哉, 岩田阳一, 北川宜稔著",TP311.1/91=2,13,8,0.62,人民邮电出版社,2013
通信原理 (第7版) 学习辅导与考研指导,"曹丽娜, 樊昌信编著",TN911/74,11,8,0.73,国防工业出版社,2013
C程序设计 (第五版) 学习辅导,谭浩强编著,TP312C/1260,6,8,1.33,清华大学出版社,2017
机器学习:原理、算法与应用,雷明著,TP181/178,6,8,1.33,清华大学出版社,2019
从这里学NVH:噪声、振动、模态分析的入门与进阶,谭祥军编著,TB53/17,12,8,0.67,机械工业出版社,2018
HFSS天线设计.第2版,"李明洋, 刘敏编著",TN82/7=2,6,8,1.33,电子工业出版社,2014
中文版MATLAB 2020从入门到精通,天工在线编著,TP312MA/82,10,8,0.8,中国水利水电出版社,2020
信号与系统.上册.第3版,"郑君里, 应启珩, 杨为理",TN911.6/56-1=3,12,8,0.67,高等教育出版社,2011.3
制造技术工程训练.2版,朱华炳，田杰主编,TH16/252=2,6,8,1.33,机械工业出版社,2020
食品工厂设计,陈守江主编,TS208/11,8,8,1.0,中国纺织出版社,2014.09
机器人学:建模、控制与视觉.第2版,熊有伦 ... [等] 编著,TP24/63=2,16,8,0.5,华中科技大学出版社,2020
计算机在化学化工中的应用.第3版,方利国编著,TQ015.9-39/1=3,8,8,1.0,化学工业出版社,2011
化工过程模拟实训:Aspen Plus教程.第2版,孙兰义主编,TQ02-39/13=2,10,7,0.7,化学工业出版社,2017
功率半导体器件基础,(美) 巴利加(B. Jayant Baliga)著,TN303/16,10,7,0.7,电子工业出版社,2013
HFSS天线设计,"李明洋, 刘敏, 杨放编著",TN82/7,10,7,0.7,电子工业出版社,2011
"明解C语言,入门篇.第2版",(日) 柴田望洋著,TP312C/1055-1=2,8,7,0.88,人民邮电出版社,2015
"Python编程:从入门到实践:a hands-on,project-based introduction to programming.第2版",(美) 埃里克·马瑟斯著,TP311.56/353=2,10,7,0.7,人民邮电出版社,2020
PyTorch深度学习实战,"(美) 伊莱·史蒂文斯(Eli Stevens), (意) 卢卡·安蒂加(Luca Antiga), (德) 托马斯·菲曼(Thomas Viehma...",TP181/431,4,7,1.75,人民邮电出版社,2022
Linux命令行大全,(美) 威廉·肖特斯(William Shotts)著,TP316.85/155=2,4,7,1.75,人民邮电出版社,2021
机器学习实战,(美) 哈林顿(Peter Harrington)著,TP181/13,12,7,0.58,人民邮电出版社,2013
高等空间机构学.第2版,"黄真, 赵永生，赵铁石著",TH112/12=2,10,7,0.7,高等教育出版社,2014
计算机体系结构量化研究方法,"(美) 亨尼西(John L. Hennessy), 帕特森(David A. Patterson)著",TP303/88=5,6,7,1.17,人民邮电出版社,2013
算法笔记,"胡凡, 曾磊主编",TP301.6/187,7,7,1.0,机械工业出版社,2016
C++ Primer习题集,"(美) 李普曼(Stanley B. Lippman), 拉乔伊(Josee Lajoie), 默(Barbara E. Moo)著",TP312C-44/16=5,11,7,0.64,电子工业出版社,2015.03
现代机械工程图学.第2版,主编刘炀,TH126/140=2,9,7,0.78,机械工业出版社,2018
机械设计.第9版,西北工业大学机械原理及机械零件教研室编著,TH122/608=9,7,7,1.0,高等教育出版社,2013
数据结构:C++语言版.第3版,邓俊辉编著,TP311.12/80=3,10,7,0.7,清华大学出版社,2013
计算机组成原理.第3版,唐朔飞编著,TP301/66=3,9,7,0.78,高等教育出版社,2020
算法,"(美) Robert Sedgewick, Kevin Wayne著",TP301.6/81=4,12,7,0.58,人民邮电出版社,2012.10
纳米集成电路FinFET器件物理与模型,(美) 萨马·K. 萨哈(Samar K.Saha)著,TN405/32,6,7,1.17,机械工业出版社,2022
信号与系统.下册.第3版,"郑君里, 应启珩, 杨为理",TN911.6/56-2=3,13,7,0.54,高等教育出版社,2011.3
计算机是怎样跑起来的,(日) 矢泽久雄著,TP3/838,6,7,1.17,人民邮电出版社,2015
汽车理论.第6版,主编余志生,U461/24=6,12,8,0.67,机械工业出版社,2019
无人驾驶车辆模型预测控制.第2版,"龚建伟, 刘凯, 齐建永著",U46/62=2,10,8,0.8,北京理工大学出版社,2020
汽车设计,主编张炳力,U462/7,7,7,1.0,合肥工业大学出版社,2011.03
车辆动力学及控制,(美) Rajesh Rajamani著,U461.1/4,6,6,1.0,机械工业出版社,2011
AUTOSAR规范与车用控制器软件开发,宋珂 ... [等] 编著,U463.6-39/1,10,6,0.6,化学工业出版社,2019
动力电池,"贺林, 石琴著",U469.720.3/26,6,6,1.0,机械工业出版社,2021
ABAQUS在隧道及地下工程中的应用,"陈卫忠, 伍国军, 贾善坡著",U45/2,6,5,0.83,中国水利水电出版社,2010.01
ADVISOR 2002电动汽车仿真与再开发应用.第2版,"曾小华, 宫维钧主编",U469.72/26=2,10,5,0.5,机械工业出版社,2017
无人驾驶车辆理论与设计:慕课版.第2版,"熊光明, 龚建伟, 陈慧岩主编",U471.1/41=2,4,5,1.25,北京理工大学出版社,2021
分布式驱动电动汽车底盘稳定性控制,"殷国栋, 金贤建著",U469.72/135,6,5,0.83,华中科技大学出版社,2021
隧道工程,主编蒋雅君,U45/42,6,5,0.83,机械工业出版社,2021
混合动力汽车能量管理策略,"(美) 西蒙娜·奥诺里(Simona Onori), (意) 洛伦佐·塞拉奥(Lorenzo Serrao), (美)乔治·里佐尼(Giorgio...",U469.7/91,10,5,0.5,机械工业出版社,2020
AUTOSAR多核操作系统及其应用,朱元 ... [等] 编著,U463.6/278,6,5,0.83,同济大学出版社,2021
MATLAB编程与汽车仿真应用,崔胜民编著,U46-39/5,6,5,0.83,化学工业出版社,2020
先进车辆系统动力学与控制,"李克强, 罗禹贡, 郭景华著",U469.72/134,4,4,1.0,华中科技大学出版社,2021
无人驾驶车辆智能行为决策建模,陈雪梅著,U463.61/20,6,4,0.67,北京理工大学出版社,2021
汽车系统动力学.第2版,"喻凡, 林逸编著",U461.1/19=2,10,4,0.4,机械工业出版社,2017
公路工程地质.第4版,窦明健主编,U412.22/3=4,4,4,1.0,人民交通出版社股份有限公司,2016
基于ANSYS的车辆结构有限元分析,"高耀东, 任元主编",U463-39/4,4,4,1.0,化学工业出版社,2021
动力电池系统设计,"徐晓明, 胡东海编著",U469.72/91,6,4,0.67,机械工业出版社,2019
交通工程,吴娇蓉等编著,U491/142,6,4,0.67,人民交通出版社股份有限公司,2018
图解英汉汽车技术词典.第3版,"主编朱列, 王锦俞, 付俊玲",U46-61/1=3,6,4,0.67,机械工业出版社,2017
智能网联汽车协同决策与规划技术,"李柏, 葛雨明著",U463.67/37,6,4,0.67,机械工业出版社,2020
汽车系统动力学与仿真,崔胜民编著,U461.1/15,6,4,0.67,北京大学出版社,2014
交通大数据:理论与方法,"刘志远, 张文波著",U495/65,6,4,0.67,浙江大学出版社,2020
汽车性能建模与仿真,崔胜民编著,U472.9/96,2,3,1.5,化学工业出版社,2021
自动驾驶汽车环境感知,甄先通 ... [等] 编著,U463.61/7,4,3,0.75,清华大学出版社,2020
基于AUTOSAR规范的车用电机控制器软件开发,"朱元, 陆科, 吴志红著",U463.6/238,6,3,0.5,同济大学出版社,2017
新能源汽车结构与原理,瑞佩尔主编,U469.7/70,6,3,0.5,化学工业出版社,2019
桥梁工程计算机辅助设计:Midas/Civil教程,主编许立英,U44-39/4,10,3,0.3,西南交通大学出版社,2015
道路勘测设计.第2版,裴玉龙主编,U412/13=2,6,3,0.5,人民交通出版社,2018
智能网联汽车技术概论,主编宋传增,U463.67/41,6,3,0.5,机械工业出版社,2020
新能源汽车,瑞佩尔主编,U469.7/115,2,3,1.5,化学工业出版社,2022
无人驾驶车辆模型预测控制,"龚建伟, 姜岩, 徐威著",U46/62,8,3,0.38,北京理工大学出版社,2014.04
车用电机原理及应用,"袁新枚, 范涛, 王宏宇等编著",U469.72/43,6,3,0.5,机械工业出版社,2016.07
汽车设计.第5版,"主编闵海涛, 王建华",U462/45=5,4,3,0.75,机械工业出版社,2021
车辆动力学理论与应用.上册,(加) 雷扎 N. 亚泽尔著,U461.1/23-1,3,3,1.0,机械工业出版社,2018
自动驾驶决策规划技术理论与实践,李柏 ... [等] 著,U463.61/18,6,3,0.5,中国铁道出版社有限公司,2021
车辆CarSim仿真及应用实例,主编李茂月,U27-39/3,6,3,0.5,冶金工业出版社,2020
电动汽车电池、电机与电动控制,瑞佩尔主编,U469.720.3/33,2,3,1.5,化学工业出版社,2022
车辆动力学理论与应用.下册,(加) 雷扎 N. 亚泽尔著,U461.1/23-2=2,3,3,1.0,机械工业出版社,2018
自动驾驶汽车决策与控制,杨世春 ... [等] 编著,U463.61/5,6,3,0.5,清华大学出版社,2020
"智能车制作:从元器件、机电系统、控制算法到完整的智能车设计:components, electromechanical system, c...",王盼宝主编,U46/95,6,3,0.5,清华大学出版社,2018
新能源汽车概论.第3版,主编崔胜民,U469.7/1=3,6,3,0.5,北京大学出版社,2020
大学生电动方程式赛车设计,"王建, 林海英编著",U469.602/2,4,3,0.75,北京理工大学出版社,2022
中国新能源汽车热管理技术发展,"中国制冷学会, 中国汽车工程学会编著",U469.7/119,4,3,0.75,北京航空航天大学出版社,2022
图解汽车原理与构造.彩色版,张金柱主编,U461-64/1,6,3,0.5,化学工业出版社,2016.05
车辆操纵动力学,(日) Masato Abe著,U461.1/8,9,3,0.33,机械工业出版社,2012
图解英汉汽车技术词典.第2版,"主编王锦俞, 闵思鹏, 朱列",U46-61/1=2,6,3,0.5,机械工业出版社,2010
世界汽车车身技术及轻量化技术发展研究,《世界汽车车身技术及轻量化技术发展研究》编委会编著,U463.8/4,6,3,0.5,北京理工大学出版社,2019
智能驾驶技术:路径规划与导航控制:path planning and navigation control,"余伶俐, 周开军, 陈白帆著",U463.61/6,6,3,0.5,机械工业出版社,2020
"公路水运工程试验检测专业技术人员职业资格考试用书,桥梁隧道工程:2022年版",交通运输部安全与质量监督管理司，交通运输部职业资格中心组织编写,U41/91-3(2022),2,3,1.5,人民交通出版社,2022
长大跨桥梁健康监测与大数据分析:方法与应用:methods and applications,"张建, 吴刚著",U448.43/17,1,3,3.0,中国建筑工业出版社,2019
无人驾驶汽车概论,陈慧岩 ... [等] 主编,U469.79/1,6,3,0.5,北京理工大学出版社,2014
智能网联汽车技术,中国汽车技术研究中心有限公司·数据资源中心编著,U463.67/28,6,3,0.5,社会科学文献出版社,2019.04
智能网联汽车技术概论,"崔胜民, 吴永亮编著",U463.67/42,6,3,0.5,北京大学出版社,2021
电动汽车原理与构造.2版,"何洪文, 熊瑞等编著",U469.72/23=2,6,3,0.5,机械工业出版社,2018
电动汽车技术,"吴晓刚, 周美兰等编著",U469.72/61,6,3,0.5,机械工业出版社,2018
智慧交通,徐志强主编,U491-39/12,4,3,0.75,广东科技出版社,2020
自动驾驶汽车定位技术,李晓欢 ... [等] 编著,U463.8/7,6,3,0.5,清华大学出版社,2019
智能汽车技术,主编朱冰,U46/135,6,3,0.5,机械工业出版社,2021
"无人驾驶:人工智能将从颠覆驾驶开始, 全面重构人类生活:intelligent cars and the road ahead","(美) 胡迪·利普森, 梅尔芭·库曼著",U469.79/2,6,3,0.5,文汇出版社,2017
地铁及隧道火灾烟气流动特性与控制,"孟娜, 唐飞著",U231/62,4,3,0.75,化学工业出版社,2020
新能源汽车技术,"王永富, 陈泽宇, 周楠等编著",U469.7/62,6,3,0.5,科学出版社,2018
新能源汽车技术.第3版,崔胜民编著,U469.7/89=3,6,3,0.5,北京大学出版社,2020
