Title,Author,Identifier,Inventory,Count,Rate,Publisher,PublishedDate
智能交通系统及其技术应用.第3版,曲大义 ... [等] 编著,U495/34=3,6,3,0.5,机械工业出版社,2022
智能车辆高精度定位理论与技术,赵祥模著,U463.67/65,6,3,0.5,科学出版社,2022
车辆操纵动力学:理论与应用:theory and application.第2版,(日) 安部正人著,U461.1/18=2,4,3,0.75,机械工业出版社,2016
桥梁工程软件midas Civil使用指南,葛俊颖编著,U442-62/1,8,3,0.38,人民交通出版社,2013
汽车嵌入式系统设计,主编刘军,U463.6/287,6,3,0.5,机械工业出版社,2021
基于MATLAB的新能源汽车仿真实例,崔胜民著,U469.7-39/1,6,3,0.5,化学工业出版社,2020
图解英汉汽车实用词典:彩色版,张金柱主编,U46-61/10,6,3,0.5,化学工业出版社,2014
车辆动力学及控制,(美) 拉杰什·拉贾马尼主编,U461.1/4=2,5,3,0.6,机械工业出版社,2018
智能网联汽车,"李克强, 王建强, 许庆编著",U463.67/67,4,3,0.75,清华大学出版社,2022
电动汽车技术及应用,主编陈庆樟,U469.72/147,6,3,0.5,机械工业出版社,2022
新能源汽车技术100问,高建平主编,U469.7-44/1,6,3,0.5,机械工业出版社,2019
电动汽车概论,"麻友良,严运兵主编",U469.72/10,11,3,0.27,机械工业出版社,2012.01
结构风工程概论,"柯世堂, 王同光编著",V211.74/5,6,4,0.67,科学出版社,2018
非线性欠驱动四旋翼飞行器控制方法设计,胡盛斌著,V275/29,4,3,0.75,国防工业出版社,2021
空气动力学与CFD应用,"董彦非, 刘璐, 刘星编著",V211/16,6,3,0.5,航空工业出版社,2019
远程火箭飞行动力学与制导,"陈克俊, 刘鲁华, 孟云鹤编著",V412.1/1,6,3,0.5,国防工业出版社,2014.01
扑翼飞行机器人系统设计,"贺威, 孙长银著",V276/1,6,2,0.33,化学工业出版社,2019
建筑风洞实验指南,(日) 风洞实验指南研究委员会编,V211.74-62/1,8,2,0.25,中国建筑工业出版社,2011
半转翼飞行,邱支振著,V323/9,6,2,0.33,中国科学技术大学出版社,2018
航天飞行器惯性器件精密制造技术,"杨立军, 张宏志, 刘俊岩编著",V448.2/19,4,2,0.5,哈尔滨工业大学出版社,2020
飞行员工作负荷,"杜俊敏, 何雪丽, 康卫勇编著",V321.3/5,6,2,0.33,北京航空航天大学出版社,2021
非线性有限元及其在飞机结构设计中的应用,朱菊芳等编著,V221/1,8,2,0.25,上海交通大学出版社,2011
玩转四轴飞行器,鲍凯编著,V47/45,2,2,1.0,清华大学出版社,2015.6
大型飞机数字化制造工程,"范玉青, 梅中义, 陶剑编著",V260.5/1,5,2,0.4,航空工业出版社,2011.09
高分辨率光学卫星敏捷姿态控制技术,常琳 ... [等] 编著,V474.1/4,6,2,0.33,国防工业出版社,2019
四轴飞行器DIY:基于STM32微控制器,吴勇 ... [等] 编著,V275/7,8,2,0.25,北京航空航天大学出版社,2016
GPS/INS/星敏感器六自由度建模与仿真:在CADAC++中对一枚三级固体火箭进行NGC仿真:simulating N & G & C...,(美) 彼得·H·齐普费尔著,V448.22/3,4,2,0.5,中国宇航出版社,2018
不确定性量化在航空发动机中的应用,(意) 弗朗西斯科·蒙托莫利(Francesco Montomoli)主编,V23/27=2,6,2,0.33,国防工业出版社,2020
无人机同时定位与地图创建技术,王希彬 ... [等] 著,V279/141,4,2,0.5,北京航空航天大学出版社,2022
空气动力学,"雷娟棉, 吴小胜, 吴甲生编著",V211/8,6,2,0.33,北京理工大学出版社,2016
高超声速飞行器的增益协调鲁棒参数化控制,"侯明哲, 谭峰著",V47/65,4,2,0.5,科学出版社,2018
大视场星敏感器星光制导技术及应用,"王宏力, 陆敬辉, 崔祥祥著",V448.2/4,4,2,0.5,国防工业出版社,2015
薄壁弱刚性结构加工表面误差仿真计算与补偿策略研究,康永刚著,V259/2,4,2,0.5,西北工业大学出版社,2021
多种应力试验下航空产品可靠性评估方法,蔡忠义 ... [等] 著,V241.01/1,4,1,0.25,国防工业出版社,2019
飞机结构设计,"姚卫星, 顾怡编著",V221/8,6,1,0.17,国防工业出版社,2016
无人机编程实战:基于ArduPilot和Pixhawk:an ArduPilot and Pixhawk approach,(墨) 胡里奥·阿尔贝托·门多萨-门多萨(Julio Alberto Mendoza-Mendoza) ... [等] 著,V279/129,4,1,0.25,机械工业出版社,2021
太空旅行,(英) 伊恩·格雷厄姆著,V11-49/12,2,1,0.5,科学普及出版社,2015
多目偏振视觉仿生导航方法研究,王玉杰 ... [等] 著,V556/12,4,1,0.25,国防工业出版社,2020
飞行控制系统.第2版,吴森堂主编,V249/4=2,6,1,0.17,北京航空航天大学出版社,2013
飞机复合材料结构雷击损伤评估和防护设计,王富生 ... [等] 著,V257/11,4,1,0.25,科学出版社,2016
直升机计算流体动力学基础,"招启军, 徐国华著",V275/8,2,1,0.5,科学出版社,2016
飞行器结构力学,主编文立华,V414/4,6,1,0.17,西北工业大学出版社,2015.09
中国航空史话,沈海军著,V2-092/2,6,1,0.17,北京时代华文书局,2020
航空航天复合材料力学,"胡宁, 赵丽滨主编",V25/25,4,1,0.25,科学出版社,2021
苏联/俄罗斯/乌克兰航空发动机的发展,彭友梅主编,V23/5,4,1,0.25,航空工业出版社,2015
液体火箭发动机优化设计,蔡国飙 ... [等] 著,V434/14,6,1,0.17,北京航空航天大学出版社,2020
"航空制造工程手册,热处理.第2版",《航空制造工程手册》总编委会主编,V26-62/1-2=2,2,1,0.5,航空工业出版社,2010
民用飞机构件先进成形技术,黄卫东 ... 等编著,V222/3,1,1,1.0,上海交通大学出版社,2016
四旋翼飞行器开发与应用实训案例集萃,"丁晓青, 王瑞编著",V275/26,4,1,0.25,清华大学出版社,2020
无人直升机系统设计,贺天鹏主编,V275/10,4,1,0.25,国防工业出版社,2016
无人机飞行控制与自主飞行,"吴成富, 程鹏飞, 闫冰编著",V279/114,4,1,0.25,西北工业大学出版社,2020
航天器轨道力学理论与方法,张洪波编著,V412.4/14,6,1,0.17,国防工业出版社,2015
月背征途:中国探月国家队记录人类首次登陆月球背面全过程,北京航天飞行控制中心著,V1-49/7,10,1,0.1,北京科学技术出版社,2021
直升机飞行控制律设计,卢京潮，李广文，贾秋玲著,V275/28,6,1,0.17,电子工业出版社,2020
气动弹性的流固耦合分析方法,"刘超峰, 邱菊編著",V211.47/1,4,1,0.25,北京航空航天大学出版社,2016
航空航天概论.第3版,"昂海松, 童明波, 余雄庆主编",V2/8=3,4,1,0.25,科学出版社,2021
飞机原理与构造.第2版,主编杨华保,V2/2=2,6,1,0.17,西北工业大学出版社,2011.07
航空发动机转子动力学,廖明夫主编,V23/6,6,1,0.17,西北工业大学出版社,2015
航空发动机故障诊断,"王俨剀, 廖明夫, 丁小飞著",V263.6/7,1,1,1.0,科学出版社,2020.09
四旋翼飞行器设计与实现,"王瑞, 丁晓青编著",V275/17,8,1,0.13,清华大学出版社,2018
飞机机体与起落架,"李伟, 曹达敏, 陈闵叶主编",V223/6,4,1,0.25,航空工业出版社,2019
飞行器复合材料结构非概率可靠性优化设计,王晓军 ... [等] 著,V257/19,4,1,0.25,科学出版社,2020
四旋翼无人机集群协同关键技术,"主编唐成凯, 张玲玲",V279/133,4,1,0.25,西北工业大学出版社,2021
航空航天概论.第4版,贾玉红主编,V2/5=4,6,1,0.17,北京航空航天大学出版社,2017
航空航天复合材料结构健康监测技术,(美) 维克多·朱尔朱蒂乌(VictorGiurgiutiu)著,V25/22,2,1,0.5,国防工业出版社,2019
深空飞行动力学,"赵育善, 师鹏, 张晨著",V412/2,6,1,0.17,中国宇航出版社,2016
空气动力学基础:双语教学译注版,(美) 小约翰·D. 安德森著,V211/7=5,3,1,0.33,航空工业出版社,2014
航空材料及热处理,刘劲松，蒲玉兴主编,87.843/0214,11,1,0.09,国防工业出版社,2008.7
航空超高强度钢的发展,李志 ... [等] 编著,V252.1/1,1,1,1.0,国防工业出版社,2012
飞机复合材料结构应力分析,杨卫平主编,V257/12,6,1,0.17,航空工业出版社,2018
先进旋翼设计空气动力学,招启军 ... [等] 著,V211.52/3,2,1,0.5,科学出版社,2020
无人机复合材料结构设计与制造技术,"符长青, 符晓勤, 曹兵编著",V279/71,6,1,0.17,西北工业大学出版社,2019
直升机总体与气动布局设计,"朱清华, 张呈林, 郭才根编著",V275/22,6,1,0.17,航空工业出版社,2018
土星Ⅴ号运载火箭F-1发动机:推举阿波罗创造历史:powering Apollo into history,(美) 安东尼·扬(Anthony Young)著,V43-49/1,2,1,0.5,中国宇航出版社,2020
飞机飞行原理:对飞机飞行物理原理的一种描述,"(英) R. H. 巴纳德(R. H. Barnard), D. R. 菲尔波特(D. R. Philpott)著",V323.1/4=4,2,1,0.5,科学出版社,2021
电磁轨道发射理论与技术,"鲁军勇, 马伟明著",V514/11,2,1,0.5,科学出版社,2020
空气动力学与飞行原理,主编叶露,V211/14,6,1,0.17,大连海事大学出版社,2019
现代飞机结构综合设计,主编陶梅贞,V221/5,3,1,0.33,西北工业大学出版社,2001.09
空气动力学基础:双语译注版,"(美) 小约翰·D. 安德森(John D. Anderson, Jr.)著",V211/7=6,1,1,1.0,航空工业出版社,2020
空间电推进原理,于达仁 ... [等] 编著,V514/2,6,1,0.17,哈尔滨工业大学出版社,2014
AC313直升机符合性验证方法,徐朝梁编著,V275/21,3,1,0.33,航空工业出版社,2019
重型直升机发展与应用,黄传跃主编,V275/12,6,1,0.17,航空工业出版社,2017.10
现代直升机旋翼空气动力学,曹义华编著,V275/4,6,1,0.17,北京航空航天大学出版社,2015
液体火箭发动机推力室设计,"杨立军, 富庆飞编著",V434/3,10,1,0.1,北京航空航天大学出版社,2013
多旋翼无人机技术基础,"符长青, 曹兵编著",V279/23,8,1,0.13,清华大学出版社,2017
航空动力系统滑模控制,肖玲斐著,V22/15,4,1,0.25,浙江大学出版社,2018
火箭发动机基础,"(美) 乔治·萨顿(George P. Sutton), (美) 奥斯卡·比布拉兹(Oscar Biblarz)著",V43/20=9,4,1,0.25,北京理工大学出版社,2019
飞机复合材料结构分析与优化设计,岳珠峰 ... [等] 著,V257/1,5,1,0.2,科学出版社,2011
现代飞行技术,"(美)韦尔奇(Welch, John F.),比约克(Bjork, L.),比约克(Bjork, L.)编著",V323/1,8,1,0.13,国防工业出版社,2011
“阿波罗”登月计划中的肯尼迪航天中心,(美) Jonathan H. Ward著,V4-241.712/1,4,1,0.25,国防工业出版社,2016
人类是怎么霸气上天的:吾皇巴扎黑航天科学史,白茶,V4-091/4,4,1,0.25,湖南文艺出版社,2022
无人机结构与操作.双色版,"杨宇, 孔祥蕊主编",V279/89,6,1,0.17,化学工业出版社,2020
四旋翼无人机控制:基于视觉的悬停与导航:vision-based hovering and navigation,(美) Luis Rodolfo Garcia Carrillo等 著,V279/26,6,1,0.17,国防工业出版社,2016
航天产品金属零部件常见失效与预防,燕翔编著,V27/56,4,1,0.25,中国宇航出版社,2021
捷联惯导算法与组合导航原理,"严恭敏, 翁浚编著",V448.131/7,6,1,0.17,西北工业大学出版社,2019
飞机钣金成形原理与工艺,主编翟平,V261.2/3,6,1,0.17,西北工业大学出版社,1995
直升机结构动力学,韩东编著,V275/27,4,1,0.25,科学出版社,2020
飞机总体设计,顾诵芬主编,V221/6,5,1,0.2,北京航空航天大学出版社,2001
多旋翼无人机设计,"陈阳, 梁建宏编著",V279/53,6,1,0.17,北京航空航天大学出版社,2018
风洞轴流式风扇气动设计,"廖达雄, 黄知龙等著",V211.74/6,2,1,0.5,国防工业出版社,2018
FDS火灾数值模拟,"李胜利, 李孝斌编著",X928.7/6,6,6,1.0,化学工业出版社,2019
碳减排基础及实务应用,谢剑锋等编著,X511/219,4,4,1.0,经济日报出版社,2022
二氧化碳与气候,"郭远珍, 彭密军编著",X511/21,3,3,1.0,化学工业出版社,2012
中国碳排放影响因素分析及减排对策研究,徐军委著,X511/89,8,3,0.38,社会科学文献出版社,2016
碳交易理论、制度和市场,刘志强主编,X511/131,6,3,0.5,中南大学出版社,2019
总量减排目标下的我国二氧化碳减排路径及对策研究,李华楠著,X511/104,6,3,0.5,科学出版社,2017.9
环境分析与监测,王灿主编,X830.2/9,4,3,0.75,科学出版社,2021
报废汽车绿色拆解与零部件再制造,贝绍轶主编,X734.2/4,6,2,0.33,化学工业出版社,2016
环境经济学,宋有涛主编,X196/133,4,2,0.5,中国环境出版集团,2021
环境土壤学.第2版,张辉编著,X144/9=2,6,2,0.33,化学工业出版社,2018
中国生态城市建设发展报告.2016.2016:2016版,"主编刘举科, 孙伟平, 胡文臻",X321.2/29(2016),4,2,0.5,社会科学文献出版社,2016.09
水污染控制工程课程设计案例与指导,主编刘咏,X52-41/1,6,2,0.33,四川大学出版社,2016
绿色IT:环保与利益双赢:reduce your information systems's environmental impact while adding to the ott,"(美)维尔特(Velte, Anthony T.),维尔特(Velte, Toby J.), 埃尔森皮特(Elsenpeter,  Robert)著",X322/6,6,2,0.33,人民邮电出版社,2009
地下水污染控制.第2版,主编钱家忠,X523.06/8=2,6,2,0.33,合肥工业大学出版社,2018
光催化材料及其在环境净化中的应用,"张彭义, 贾瑛著",X5/80,6,2,0.33,化学工业出版社,2016
化工环境工程概论.第2版,"汪大翚, 徐新华, 杨岳平编","X78/36=2, 81.199/3141=2",21,2,0.1,化学工业出版社,2002
环境经济学,葛成军主编,X196/132,6,2,0.33,中国农业大学出版社,2021
中国宜居城市研究报告,张文忠 ... [等] 著,X321.2/142,6,2,0.33,科学出版社,2016
水污染控制工程课程设计及毕业设计,王春荣主编,X520.6/12,6,2,0.33,化学工业出版社,2013.06
碳排放转移:宏观涌现与微观机理:macro-emergence and micro-mechanism,孙立成著,X511/144,6,2,0.33,江苏大学出版社,2019
汽车报废拆解与材料回收利用.第2版,贝绍轶主编,X734.205/1=2,6,2,0.33,化学工业出版社,2012
环境工程原理.第2版,胡洪营 ... [等] 合编,X5/12=2,8,2,0.25,高等教育出版社,2011.06
城镇污水处理厂设计基础及参考图集,王亚娥主编,X505-64/1,6,2,0.33,化学工业出版社,2014
巢湖流域水生态健康研究,高俊峰 ... 等著,X824/7,3,2,0.67,科学出版社,2016.06
碳交易机制设计,秦昌才著,X511/183,6,2,0.33,中国海洋大学出版社,2021
环境土壤学,"贾建丽, 于妍, 王晨编著",X144/4,4,2,0.5,化学工业出版社,2012
城市环境综合观测与大气环境动力学研究,徐祥德 ... [等] 著,X831/1,6,2,0.33,气象出版社,2010
SBR法污水生物脱氮除磷及过程控制,彭永臻著,X703/82,8,2,0.25,科学出版社,2011
锂离子电池回收与资源化技术,李丽 ... [等] 著,X760.5/12,7,2,0.29,科学出版社,2021
建筑碳排放交易的影响因素、作用机理及效果研究,刘海波著,X511/168,4,2,0.5,中国矿业大学出版社,2020
环境修复技术与应用,葛利云编著,X171.4/58,6,2,0.33,上海交通大学出版社,2020
微观尺度城市碳排放理论、方法与实证研究,李宇，刘薇等著,X511/105,12,2,0.17,科学出版社,2017
碳排放权交易机制:模型与应用,张跃军著,X511/129,4,2,0.5,科学出版社,2019
欧盟碳排放交易市场的结构特征研究,李瑾坤，胡根华，吴恒煜著,X511/153,6,2,0.33,西南财经大学出版社,2019
低碳生态与城乡规划,张泉等著,X21/51,8,2,0.25,中国建筑工业出版社,2011
环境工程设计基础,"主编邱贤华, 杨莉",X505/41,6,2,0.33,机械工业出版社,2015
空间分异下碳排放转移机制、碳排放权分配及政策模拟研究,陈志建等著,X511/128,6,2,0.33,经济科学出版社,2018
城镇污水厂生物除磷工艺优化理论与实践,"孙培德, 蒋涛, 钟晓著",X505/20,7,2,0.29,化学工业出版社,2012
碳排放的三驱动框架及现实选择,张明志著,X511/132,6,2,0.33,经济科学出版社,2019
碳排放权交易市场的设计原理与实践研究,陈波著,X511/42,6,2,0.33,中国经济出版社,2014
火灾与逃生模拟仿真:PyroSim+Pathfinder中文教程与工程应用,"吕淑然, 杨凯著",X928.7-39/1,6,2,0.33,化学工业出版社,2014
特工训练手册:危急时刻如何绝处逢生:The seal operative's guide,(美) 克林顿·埃默森(Clint Emerson)著,X956-62/1,10,2,0.2,民主与建设出版社,2018
碳达峰碳中和的中国之道,"庄贵阳, 周宏春主编",X511/185,6,2,0.33,中国财政经济出版社,2021
环境土壤学.第3版,主编陈怀满,X144/8=3,6,2,0.33,科学出版社,2018
环境工程专业课程设计指导教程与案例精选,"张莉, 杨嘉谟主编",X5-41/1,8,2,0.25,化学工业出版社,2012
碳足迹分析：概念、方法、实施与案例研究,"(美) M J弗朗凯蒂, D阿普尔著",X511/84,2,2,1.0,科学出版社,2016
循环经济的二次资源金属回收,"马荣骏, 肖国光编著",X756.05/3,1,1,1.0,冶金工业出版社,2014
污染水文地质学,(美) 费特(C.W.Fetter)著,X143/12=2,8,1,0.13,高等教育出版社,2011
水环境模型与应用,蒲晓 ... [等] 编,X143/143,4,1,0.25,黄河水利出版社,2021
大气污染控制工程,"主编王丽萍, 赵晓亮, 田立江",X510.6/48,6,1,0.17,中国矿业大学出版社,2018
大气污染控制工程.第2版,蒋文举主编,X510.6/53=2,6,1,0.17,高等教育出版社,2020
水污染控制工程设计指导手册,王博涛主编,X520.6-62/2,2,1,0.5,科学出版社,2017.03
环境修复工程,"主编赵景联, 刘萍萍",X171.4/51,6,1,0.17,机械工业出版社,2020
新型城镇生态环保设计,"骆中钊, 温娟, 常文韬等编著",X32/55,6,1,0.17,化学工业出版社,2017
城市生活垃圾全过程减量化理论与实践,"周飞跃, 张翱, 勾竞懿编著",X799.305/16,4,1,0.25,知识产权出版社,2017
废水处理工程设计,程林波编著,X703/125,6,1,0.17,中国建筑工业出版社,2014
巢湖富营养化的评价与控制对策研究,殷福才著,X524/4,6,1,0.17,中国环境科学出版社,2011
能源碳排放系统分析,田立新 ... [等] 著,X511/29,4,1,0.25,科学出版社,2013
矿山酸性废水治理,罗琳 ... 等著,X703/243,1,1,1.0,科学出版社,2021
行业分析视角下的中国区域环境效率研究:基于数据包络分析 (DEA) 方法,"吴杰, 朱庆缘, 孙加森著",X321.2/386,1,1,1.0,科学出版社,2021
核环境工程学,"陆春海, 方祥洪, 陈敏等编著",X591/11,4,1,0.25,科学出版社,2021
污泥干化与焚烧技术,"王罗春, 李雄, 赵由才主编",X703/56,6,1,0.17,冶金工业出版社,2010.04
碳排放预测与碳信息披露,王希胜著,X511/137,6,1,0.17,中国水利水电出版社,2019
碳循环与碳减排,付东 ... [等] 编著,X511/222,4,1,0.25,冶金工业出版社,2022
迈向碳达峰、碳中和:目标、路径与行动,"杨越, 陈玲, 薛澜著",X511/186,4,1,0.25,上海人民出版社,2021
城市污泥热解转化机理及经济性评价,姬爱民 ... [等] 著,X703/151,4,1,0.25,冶金工业出版社,2016
安全系统工程.第3版,主编张景林,X913.4/10=3,6,1,0.17,煤炭工业出版社,2019
碳排放权交易会计研究,张彩平著,X196/38,4,1,0.25,经济科学出版社,2013
碳金融与碳市场:方法与实证,魏一鸣 ... [等] 著,X511/6,10,1,0.1,科学出版社,2010.10
粉煤灰综合利用,"中国资源综合利用协会, 山东恒远利废技术发展有限公司编著",X773/8,4,1,0.25,中国建材工业出版社,2013
生活垃圾处理与资源化,赵由才主编,X799.305/13,6,1,0.17,化学工业出版社,2016
固体废物污染控制工程.第3版,张小平编著,X705/17=3,2,1,0.5,化学工业出版社,2017
固体废物焚烧技术.第2版,"张弛, 柴晓利, 赵由才主编",X705/84=2,6,1,0.17,化学工业出版社,2017
固体废物处理与资源化技术,何品晶主编,X705/35,8,1,0.13,高等教育出版社,2011.6
室内空气净化原理与实用技术,(日) 日本空气净化协会编,X51/25,4,1,0.25,机械工业出版社,2016
生活垃圾处理的广州之路,洪凯著,X799.3/4,4,1,0.25,光明日报出版社,2017
ESG理论与实务,"主编李志青, 符翀",X322/73,6,1,0.17,复旦大学出版社,2021
海洋环境污染与防治,曹晓强主编,X55/28,2,1,0.5,中国环境出版集团,2021.08
痕量金属的环境行为:区域与城市污染:the pollution in regional and metropolis areas,张辉著,X5/63,6,1,0.17,上海交通大学出版社,2014
城市的迷惘,薛涌著,X21-53/3,6,1,0.17,中国社会科学出版社,2014
辉煌40载:中国环境监测成就与展望,"生态环境部生态环境监测司, 中国环境监测总站编著",X83/54,6,1,0.17,中国环境出版集团,2018
寂静的春天,(美) 蕾切尔·卡逊著,X-49/18,7,1,0.14,北京理工大学出版社,2015
环境科学导论,"崔灵周, 王传花, 肖继波主编",X/62,6,1,0.17,化学工业出版社,2014
环境科学导论,"窦贻俭, 朱继业主编",X/48,6,1,0.17,南京大学出版社,2013
关键金属二次资源综合利用与污染控制,"张懿, 曹宏斌, 孙峙等编著",X756/19,2,1,0.5,化学工业出版社,2021
工业固废循环利用,"韩凤兰, 吴澜尔等著",X705/106,4,1,0.25,科学出版社,2017
再制造性工程,姚巨坤 ... [等] 著,X76/24,4,1,0.25,机械工业出版社,2020
过硫酸盐高级氧化技术及其在水处理中的应用,宋秀兰著,X703/215,8,1,0.13,化学工业出版社,2019
有机废气的净化技术,陆震维编,X701/1,6,1,0.17,化学工业出版社,2011
生活垃圾焚烧厂渗滤液处理技术与工程实践,王天义主编,X705/118,6,1,0.17,化学工业出版社,2018
环境生态学,卢升高主编,X171/8,8,1,0.13,浙江大学出版社,2010
污水处理工程工艺设计从入门到精通,郑梅编著,X703/166,6,1,0.17,化学工业出版社,2017.07
有害气体控制工程,陈岚 ... [等] 编著,X511/184,6,1,0.17,冶金工业出版社,2021
碳市场经济学,"齐绍洲, 禹湘主编",X511/189,6,1,0.17,中国社会科学出版社,2021
ESG投资,"(美) 马克·墨比尔斯(Mark Mobius), 卡洛斯·冯·哈登伯格(Carlos von Hardenberg), 格雷格·科尼茨尼(G...",X196/129,6,1,0.17,中信出版集团股份有限公司,2021
矿区复垦土壤重金属光谱解析与迁移特征研究,董霁红 ... [等] 著,X53/59,6,1,0.17,中国矿业大学出版社,2018
碳排放和碳减排认证认可实施策略,国家认证认可监督管理委员会认证认可技术研究所编著,X511.06/4,6,1,0.17,中国质检出版社,2014
安全系统工程.第2版,主编张景林,X913.4/10=2,4,1,0.25,煤炭工业出版社,2014
安全管理学.2版,"田水承, 景国勋主编",X915.2/5=2,6,1,0.17,机械工业出版社,2016.8
中国近岸海洋环境质量评价与污染机制研究,"张志锋, 韩庚辰, 王菊英编著",X834/1,4,1,0.25,海洋出版社,2013
微观世界大百科,"(英) 迈克·戈德史密斯, 苏珊·肯尼迪, 史蒂夫·帕克等著",Z228/166,3,2,0.67,电子工业出版社,2016.01
线装经典.最美的诗·最美的词,《线装经典》编委会编,Z/1-8,13,2,0.15,云南教育出版社,2010.01
伟大的书籍:改变历史进程的72本书,(英) DK出版社编著,Z835/61,2,2,1.0,华中科技大学出版社,2021
合肥年鉴.2018,合肥市地方志办公室编纂,Z525.41/2(2018),1,1,1.0,黄山书社,2018
北大国学课,季风著,Z126/56,4,1,0.25,现代出版社,2016
可怕的现象大全集,丛书编委会编著,Z228/79,5,1,0.2,吉林出版集团有限责任公司,2012.06
"线装经典,三国演义",罗贯中著,Z/1-16,13,1,0.08,云南教育出版社,2010.02
神奇的北纬30度:探索神秘事件·揭开惊天谜底,美狄亚编著,Z228/182,6,1,0.17,北京工业大学出版社,2017
受益一生的国学知识,高崎编著,Z126-49/18,4,1,0.25,人民邮电出版社,2012
让世界慢下来,《读者参考丛书》编辑部编,Z89/4,6,1,0.17,学林出版社,2009.10
线装经典.最美的散文,《线装经典》编委会编,Z/1-15,13,1,0.08,云南教育出版社,2010.01
万万没想到:用理工科思维理解世界,万维钢（同人于野）著,Z228/143,3,1,0.33,电子工业出版社,2014
万万没想到:用理工科思维理解世界:understandingthe world with scientific thinking.精装增补版,万维钢著,Z228/143=2,6,1,0.17,电子工业出版社,2020
我的思想与观念:爱因斯坦自选集,(美) 阿尔伯特·爱因斯坦(Albert Einstein)著,Z471.2/3,6,1,0.17,天津人民出版社,2020
中外奇闻怪事之谜,韩震主编,Z228/53,3,1,0.33,吉林出版集团有限责任公司,2011
新华文摘精华本:2000-0008.文化卷,新华文摘杂志社编,Z89/5-3,6,1,0.17,人民出版社,2009
不正经的科学:对那些古怪问题的另类研究,"(法) 皮埃尔·巴泰勒米, (法) 玛丽昂·蒙田著",Z228/220,6,1,0.17,人民邮电出版社,2018
那些古怪又让人忧心的问题:前NASA成员、美国最火科普博客xkcd幽默问答集,(美) 兰道尔·门罗著,Z228/164,6,1,0.17,北京联合出版公司,2015
杂学全书:天下无敌非常识1000问,(日) 百科全书网编,Z228/76,3,1,0.33,中信出版社,2012
